Order Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Quantity,Discount,Profit,Discount_Category,Sales_Original,Sales_Log
2015-11-30,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.0,0.7,-122.3928,High Discount,152.991,5.036894159147414
2015-11-30,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,7.0,0.2,-2.3814,Low Discount,10.584,2.4496248356433603
2015-11-30,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,4.0,0.4,15.82,Medium Discount,94.92,4.5635145107192585
2015-12-31,Standard Class,Consumer,Grand Prairie,Texas,Central,Furniture,Furnishings,5.0,0.6,-11.439,High Discount,14.76,2.757475084429733
2015-12-31,Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Binders,4.0,0.8,-5.8496,High Discount,3.656,1.538156710429137
2017-11-16,Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,3.0,0.0,73.41,No Discount,146.82,4.995995317356741
2014-06-06,Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Binders,9.0,0.2,50.4711,Low Discount,149.544,5.0142554002644095
2014-06-06,Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Supplies,2.0,0.0,4.4564,No Discount,17.14,2.8981194446869907
2014-06-06,Standard Class,Corporate,Long Beach,New York,East,Furniture,Tables,3.0,0.4,-347.1174,Medium Discount,991.764,6.900492972153174
2016-09-01,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,6.0,0.2,9.906,Low Discount,30.48,3.4493524235492026
2016-09-01,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,2.0,0.4,-4.7976,Medium Discount,23.988,3.2183957096313236
2016-09-01,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,7.0,0.2,5.4236,Low Discount,16.688,2.872886443555145
2016-06-25,Standard Class,Corporate,York,Pennsylvania,East,Furniture,Chairs,3.0,0.3,-18.0882,Medium Discount,422.058,6.0475092854860035
2016-06-25,Standard Class,Corporate,York,Pennsylvania,East,Office Supplies,Binders,4.0,0.7,-27.9312,High Discount,38.088,3.665815514515385
2016-06-25,Standard Class,Corporate,York,Pennsylvania,East,Office Supplies,Storage,6.0,0.2,-50.8704,Low Discount,254.352,5.5426429854499
2014-12-12,Standard Class,Consumer,Concord,California,West,Furniture,Furnishings,1.0,0.0,4.331,No Discount,43.31,3.7912103852113983
2017-03-31,Standard Class,Consumer,New York City,New York,East,Technology,Phones,5.0,0.0,22.087,No Discount,84.95,4.453765731828859
2017-11-19,Standard Class,Consumer,College Station,Texas,Central,Furniture,Chairs,3.0,0.3,-53.2704,Medium Discount,233.058,5.455568947892544
2014-11-24,Second Class,Consumer,Saint Louis,Missouri,Central,Technology,Accessories,7.0,0.0,43.5981,No Discount,111.79,4.725527682651825
2015-11-22,Standard Class,Consumer,Quincy,Massachusetts,East,Office Supplies,Paper,3.0,0.0,7.0218,No Discount,14.94,2.768831673362069
2016-07-14,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,2.0,0.2,5.133,Low Discount,14.16,2.7186603802142257
2016-04-30,Standard Class,Home Office,Dallas,Texas,Central,Furniture,Furnishings,3.0,0.6,-10.1736,High Discount,22.608,3.161585637640638
2016-07-25,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,6.0,0.0,10.74,No Discount,21.48,3.1126260250254902
2014-06-22,First Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,3.0,0.0,0.0,No Discount,501.81,6.220212365142023
2014-06-22,First Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,3.0,0.0,9.7164,No Discount,161.94,5.093382034882496
2017-10-21,Standard Class,Home Office,Deltona,Florida,South,Office Supplies,Art,4.0,0.2,2.0088,Low Discount,17.856,2.93683116563383
2016-09-03,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,3.0,0.8,-14.9736,High Discount,8.808,2.2831983791938555
2016-05-14,Same Day,Consumer,Cincinnati,Ohio,East,Furniture,Furnishings,1.0,0.2,29.769,Low Discount,79.384,4.386815151405679
2016-01-07,Standard Class,Home Office,Oakland,California,West,Office Supplies,Art,1.0,0.0,10.0282,No Discount,34.58,3.571783682237689
2017-03-13,Standard Class,Home Office,Manteca,California,West,Office Supplies,Paper,3.0,0.0,150.984,No Discount,314.55,5.754317148030249
2016-10-13,Standard Class,Consumer,Laredo,Texas,Central,Technology,Accessories,3.0,0.2,23.997,Low Discount,191.976,5.262565828840887
2016-10-13,Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Paper,2.0,0.2,3.0044,Low Discount,8.288,2.2287232443955904
2016-10-13,Standard Class,Consumer,Laredo,Texas,Central,Furniture,Furnishings,5.0,0.6,-150.414,High Discount,139.92,4.948192353473037
2016-10-13,Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Art,1.0,0.2,1.1904,Low Discount,15.872,2.8256554431764735
2016-10-13,Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Binders,7.0,0.8,-11.0005,High Discount,6.286,1.985954698586372
2017-01-27,Second Class,Consumer,Kent,Ohio,East,Office Supplies,Art,3.0,0.2,1.752,Low Discount,14.016,2.7091162992842075
2017-01-27,Second Class,Consumer,Kent,Ohio,East,Technology,Accessories,3.0,0.2,-8.997,Low Discount,71.976,4.290130619969345
2017-01-27,Second Class,Consumer,Kent,Ohio,East,Technology,Phones,3.0,0.4,-26.9955,Medium Discount,107.982,4.691182730977747
2017-11-19,Standard Class,Corporate,San Angelo,Texas,Central,Furniture,Chairs,2.0,0.3,-8.7232,Medium Discount,305.312,5.724604190348499
2014-08-01,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,3.0,0.2,6.9132,Low Discount,19.752,3.032642627574088
2016-07-30,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,3.0,0.8,-13.896,High Discount,9.264,2.3286426273133354
2015-07-30,Second Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,4.0,0.2,6.1792,Low Discount,61.792,4.139827676824512
2016-10-15,Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,2.0,0.0,21.0128,No Discount,45.68,3.8433158074183553
2016-10-15,Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,9.0,0.0,28.8576,No Discount,60.12,4.112839144858265
2016-10-15,Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Binders,5.0,0.2,13.0375,Low Discount,41.72,3.7546671946519394
2016-10-15,Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,8.0,0.0,32.936,No Discount,71.6,4.28496492183075
2016-05-07,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,7.0,0.2,30.8966,Low Discount,85.232,4.4570413384793275
2016-05-07,Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,3.0,0.0,22.2,No Discount,44.4,3.8155121050473024
2016-05-07,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,4.0,0.1,59.0352,Low Discount,442.764,6.095292889587732
2016-05-07,Standard Class,Consumer,New York City,New York,East,Technology,Machines,5.0,0.0,1159.9855,No Discount,3999.95,8.294287111903367
2016-05-07,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,5.0,0.0,21.9945,No Discount,199.95,5.30305612089521
2016-05-07,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,8.0,0.0,28.0192,No Discount,63.68,4.169452034708907
2017-08-01,Second Class,Corporate,Salinas,California,West,Office Supplies,Binders,2.0,0.2,18.5274,Low Discount,54.896,4.02349282125015
2016-07-14,Same Day,Consumer,Huntsville,Alabama,South,Technology,Accessories,2.0,0.0,7.25,No Discount,29.0,3.4011973816621555
2017-08-10,Standard Class,Consumer,Columbus,Indiana,Central,Office Supplies,Envelopes,6.0,0.0,35.04,No Discount,70.08,4.263806003286451
2017-08-10,Standard Class,Consumer,Columbus,Indiana,Central,Furniture,Furnishings,2.0,0.0,25.473,No Discount,121.3,4.8064770426931265
2017-08-10,Standard Class,Consumer,Columbus,Indiana,Central,Technology,Phones,9.0,0.0,378.1674,No Discount,1454.49,7.283097892670836
2016-06-25,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,3.0,0.0,17.0268,No Discount,60.81,4.124065163671182
2016-12-10,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,3.0,0.2,51.8238,Low Discount,153.552,5.040530609290252
2016-12-10,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,3.0,0.0,22.869,No Discount,65.34,4.1947930335189065
2016-12-10,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,4.0,0.0,55.764,No Discount,123.92,4.827673532414877
2016-12-10,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,3.0,0.0,12.285,No Discount,35.1,3.586292865338835
2016-12-10,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,5.0,0.0,8.5025,No Discount,44.75,3.82319179172153
2016-12-01,Standard Class,Consumer,Knoxville,Tennessee,South,Office Supplies,Art,2.0,0.2,0.4116,Low Discount,4.704,1.7411676831119947
2014-11-28,Standard Class,Consumer,Montgomery,Alabama,South,Office Supplies,Art,3.0,0.0,3.9609,No Discount,14.67,2.7517480563679295
2015-03-28,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,3.0,0.2,5.4432,Low Discount,15.552,2.8065069404432417
2015-03-28,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,1.0,0.2,1.7004,Low Discount,5.232,1.8296973085684471
2014-06-01,Standard Class,Consumer,Little Rock,Arkansas,South,Furniture,Furnishings,6.0,0.0,9.102,No Discount,22.2,3.1441522786722644
2014-06-01,Standard Class,Consumer,Little Rock,Arkansas,South,Technology,Phones,7.0,0.0,229.3018,No Discount,881.93,6.783245922263327
2015-09-06,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,2.0,0.2,2.1336,Low Discount,6.096,1.9595312450072784
2015-09-06,Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,3.0,0.0,74.8098,No Discount,191.82,5.261757111236235
2015-06-29,Standard Class,Consumer,Lancaster,Pennsylvania,East,Furniture,Furnishings,1.0,0.2,1.7591,Low Discount,20.104,3.049462595974959
2016-09-10,Second Class,Home Office,Bristol,Tennessee,South,Office Supplies,Art,3.0,0.2,8.445,Low Discount,67.56,4.227709274289524
2014-07-14,Standard Class,Home Office,Aurora,Illinois,Central,Office Supplies,Binders,7.0,0.8,-46.3946,High Discount,29.932,3.431791246746789
2014-07-14,Standard Class,Home Office,Aurora,Illinois,Central,Technology,Phones,4.0,0.2,3.8272,Low Discount,38.272,3.6705117967557515
2015-08-22,Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,4.0,0.0,7.5992,No Discount,16.52,2.8633430855082453
2014-11-14,Second Class,Consumer,Fairfield,Connecticut,East,Technology,Phones,7.0,0.0,233.2204,No Discount,832.93,6.726149465982471
2014-11-14,Second Class,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,9.5,0.0,21.024,No Discount,43.8,3.8022081394209395
2016-11-27,First Class,Corporate,Lincoln Park,Michigan,Central,Office Supplies,Appliances,6.0,0.1,29.7408,Low Discount,167.292,5.125700565901795
2017-11-21,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,1.0,0.0,11.2422,No Discount,27.42,3.3470931226689546
2017-10-01,First Class,Consumer,San Jose,California,West,Office Supplies,Binders,1.0,0.2,0.504,Low Discount,1.44,0.8919980393051105
2017-10-01,First Class,Consumer,San Jose,California,West,Office Supplies,Binders,9.5,0.2,20.8494,Low Discount,61.776,4.139572834825172
2017-10-01,First Class,Consumer,San Jose,California,West,Office Supplies,Appliances,2.0,0.0,60.49,No Discount,241.96,5.492896820737493
2017-10-01,First Class,Consumer,San Jose,California,West,Furniture,Chairs,4.0,0.2,9.5032,Low Discount,108.608,4.696910364550807
2014-09-20,Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Art,2.0,0.2,0.9856,Low Discount,2.816,1.33920275358604
2017-07-28,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,4.0,0.2,3.6192,Low Discount,9.984,2.39643966846567
2017-07-28,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Storage,1.0,0.0,4.1944,No Discount,14.98,2.7713379403381286
2017-07-28,Standard Class,Corporate,San Francisco,California,West,Technology,Phones,4.0,0.2,100.24,Low Discount,1145.6,7.044556320474283
2015-12-06,Same Day,Consumer,Marion,Ohio,East,Technology,Phones,2.0,0.4,-89.089,Medium Discount,485.94,6.188140912207021
2015-12-06,Same Day,Consumer,Marion,Ohio,East,Office Supplies,Art,8.0,0.2,4.672,Low Discount,37.376,3.6474322641997627
2015-12-06,Same Day,Consumer,Marion,Ohio,East,Furniture,Chairs,1.0,0.3,-24.2352,Medium Discount,70.686,4.27229547052072
2017-07-31,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,3.0,0.2,17.8152,Low Discount,54.816,4.022060566636935
2016-03-19,Second Class,Consumer,Littleton,Colorado,West,Furniture,Bookcases,1.0,0.7,-98.8018,High Discount,72.294,4.294478750153457
2017-07-29,Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Fasteners,2.0,0.2,0.4706,Low Discount,2.896,1.3599503857802886
2017-07-29,Standard Class,Corporate,Austin,Texas,Central,Technology,Phones,1.0,0.2,15.599,Low Discount,124.792,4.83462974923945
2016-10-01,Standard Class,Consumer,New York City,New York,East,Furniture,Tables,1.0,0.4,-115.7058,Medium Discount,330.588,5.803893234427804
2014-03-31,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,2.0,0.2,252.588,Low Discount,673.568,6.514072485985107
2014-03-31,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,2.0,0.0,14.8344,No Discount,52.98,3.9886136075898584
2017-06-26,Standard Class,Consumer,La Porte,Indiana,Central,Furniture,Furnishings,5.0,0.0,31.587,No Discount,526.45,6.268054074127818
2017-07-09,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,5.0,0.2,14.3075,Low Discount,228.92,5.437731422330715
2015-12-14,Second Class,Consumer,Portland,Oregon,West,Technology,Phones,4.0,0.2,35.9964,Low Discount,319.968,5.771341429687269
2017-12-05,Standard Class,Corporate,Burlington,Vermont,East,Technology,Accessories,7.0,0.0,67.6599,No Discount,205.03,5.328021789254367
2015-09-15,Second Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Storage,2.0,0.0,11.4516,No Discount,190.86,5.256765939389801
2015-09-15,Second Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Art,8.0,0.0,8.2688,No Discount,24.32,3.2315945972759756
2016-07-15,Standard Class,Home Office,Provo,Utah,West,Office Supplies,Supplies,5.0,0.0,12.432,No Discount,44.4,3.8155121050473024
2017-04-20,Standard Class,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,2.0,0.6,-52.17,High Discount,44.4,3.8155121050473024
2016-11-15,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,1.0,0.2,381.297,Low Discount,1016.792,6.92539085403345
2016-11-15,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,7.0,0.2,13.3476,Low Discount,38.136,3.667042759504762
2016-11-26,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,3.0,0.4,-115.4958,Medium Discount,494.982,6.206539635743837
2017-11-21,Standard Class,Home Office,Pasadena,California,West,Office Supplies,Storage,2.0,0.0,15.2712,No Discount,56.56,4.052827882019167
2017-11-21,Standard Class,Home Office,Pasadena,California,West,Office Supplies,Art,2.0,0.0,1.4456,No Discount,5.56,1.8809906029559975
2017-11-21,Standard Class,Home Office,Pasadena,California,West,Office Supplies,Fasteners,2.0,0.0,3.5178,No Discount,9.02,2.3045830956567186
2017-11-21,Standard Class,Home Office,Pasadena,California,West,Office Supplies,Appliances,1.0,0.0,2.2412,No Discount,8.62,2.263844264677615
2017-11-21,Standard Class,Home Office,Pasadena,California,West,Technology,Phones,3.0,0.2,49.4982,Low Discount,659.976,6.4937175305692145
2015-02-15,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,2.0,0.0,6.4128,No Discount,13.36,2.664446563620078
2015-02-15,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,5.0,0.2,13.0375,Low Discount,41.72,3.7546671946519394
2015-02-15,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,5.0,0.2,4.176,Low Discount,11.52,2.5273273656719524
2015-02-15,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,6.0,0.0,157.0176,No Discount,541.44,6.296077480219744
2015-02-15,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,3.0,0.0,9.3312,No Discount,19.44,3.017493765335504
2016-04-15,Second Class,Home Office,San Diego,California,West,Office Supplies,Paper,3.0,0.0,68.976,No Discount,143.7,4.974662633637438
2015-09-28,First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,3.0,0.0,14.2758,No Discount,43.26,3.7900813346229034
2015-09-28,First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,2.0,0.0,15.246,No Discount,43.56,3.7968365956190286
2016-09-17,Standard Class,Corporate,Bangor,Maine,East,Technology,Phones,3.0,0.0,131.355,No Discount,437.85,6.0841576690381265
2016-09-17,Standard Class,Corporate,Bangor,Maine,East,Furniture,Furnishings,2.0,0.0,33.9388,No Discount,109.48,4.704834509101037
2017-06-16,First Class,Consumer,San Francisco,California,West,Furniture,Chairs,7.0,0.2,90.972,Low Discount,1212.96,7.101643022147456
2017-06-16,First Class,Consumer,San Francisco,California,West,Office Supplies,Paper,2.0,0.0,8.7138,No Discount,18.54,2.972463646614637
2015-11-08,Second Class,Home Office,San Diego,California,West,Office Supplies,Fasteners,1.0,0.0,2.4,No Discount,5.0,1.791759469228055
2015-11-08,Second Class,Home Office,San Diego,California,West,Technology,Accessories,3.0,0.0,66.9546,No Discount,371.97,5.92149798745481
2015-12-18,Same Day,Consumer,New York City,New York,East,Technology,Accessories,1.0,0.0,24.936,No Discount,166.24,5.119429906488365
2017-02-06,First Class,Consumer,Arlington,Virginia,South,Furniture,Bookcases,3.0,0.0,79.1934,No Discount,359.97,5.888794852386603
2016-11-14,Second Class,Consumer,Atlanta,Georgia,South,Technology,Accessories,2.0,0.0,114.9954,No Discount,499.98,6.216566180128353
2016-11-14,Second Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,1.0,0.0,2.376,No Discount,5.28,1.8373699804801074
2016-11-14,Second Class,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,2.0,0.0,3.8822,No Discount,8.26,2.225704048658088
2017-10-12,Same Day,Home Office,Monroe,North Carolina,South,Office Supplies,Paper,2.0,0.2,2.6892,Low Discount,7.968,2.193662685769859
2017-09-17,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Paper,2.0,0.0,6.3504,No Discount,12.96,2.6361960973342264
2017-12-20,Standard Class,Corporate,Rochester,New York,East,Office Supplies,Paper,1.0,0.0,3.1104,No Discount,6.48,2.012232791986386
2017-12-20,Standard Class,Corporate,Rochester,New York,East,Office Supplies,Binders,1.0,0.2,2.3571,Low Discount,6.984,2.0774395390091627
2017-12-02,Standard Class,Corporate,Miami,Florida,South,Office Supplies,Art,5.0,0.2,4.1965,Low Discount,47.96,3.8910036382040705
2015-09-21,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,6.0,0.0,47.9376,No Discount,199.74,5.302010538385654
2015-03-06,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,7.0,0.0,95.7572,No Discount,435.26,6.07823839589002
2015-03-06,Standard Class,Consumer,San Francisco,California,West,Technology,Copiers,2.0,0.2,377.9946,Low Discount,1119.984,7.021962149999738
2014-10-03,Second Class,Corporate,Los Angeles,California,West,Furniture,Tables,1.0,0.2,3.5858,Low Discount,143.432,4.972808808555799
2014-10-03,Second Class,Corporate,Los Angeles,California,West,Furniture,Chairs,3.0,0.2,13.7646,Low Discount,122.352,4.815042056869052
2014-06-27,Standard Class,Consumer,Southaven,Mississippi,South,Office Supplies,Storage,5.0,0.0,0.0,No Discount,306.2,5.727499001273517
2014-06-27,Standard Class,Consumer,Southaven,Mississippi,South,Furniture,Tables,1.0,0.0,22.3548,No Discount,85.98,4.465678207169493
2014-06-27,Standard Class,Consumer,Southaven,Mississippi,South,Technology,Accessories,4.0,0.0,53.7504,No Discount,223.96,5.4159226086223
2017-10-30,First Class,Consumer,Seattle,Washington,West,Furniture,Chairs,2.0,0.2,-6.098,Low Discount,97.568,4.590746665322367
2017-10-30,First Class,Consumer,Seattle,Washington,West,Furniture,Chairs,8.0,0.2,-23.0352,Low Discount,614.272,6.422064446453893
2017-10-30,First Class,Consumer,Seattle,Washington,West,Furniture,Bookcases,2.0,0.0,37.9962,No Discount,199.98,5.303205400620812
2016-09-03,First Class,Corporate,Middletown,Connecticut,East,Office Supplies,Paper,7.0,0.0,22.1536,No Discount,48.16,3.895080284697834
2015-03-05,Standard Class,Consumer,New Castle,Indiana,Central,Technology,Phones,2.0,0.0,6.6976,No Discount,23.92,3.2156706939192525
2015-03-05,Standard Class,Consumer,New Castle,Indiana,Central,Office Supplies,Appliances,7.0,0.0,16.3863,No Discount,60.69,4.122121843221548
2016-05-05,First Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Paper,3.0,0.2,5.2026,Low Discount,14.352,2.731245758705399
2017-11-17,Standard Class,Consumer,Salem,Virginia,South,Office Supplies,Appliances,2.0,0.0,12.264,No Discount,35.04,3.584629432740137
2017-06-01,Second Class,Corporate,Toledo,Ohio,East,Office Supplies,Appliances,5.0,0.2,1.311,Low Discount,17.48,2.916689066213538
2017-06-10,First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,5.0,0.0,4.756,No Discount,16.4,2.856470206220483
2017-01-08,First Class,Corporate,Seattle,Washington,West,Furniture,Tables,2.0,0.0,80.3682,No Discount,892.98,6.795683403558618
2015-04-20,Standard Class,Corporate,Columbus,Georgia,South,Technology,Phones,3.0,0.0,77.7519,No Discount,287.97,5.666322876495819
2015-04-20,Standard Class,Corporate,Columbus,Georgia,South,Furniture,Furnishings,6.0,0.0,297.69,No Discount,595.38,6.390878047787711
2015-04-20,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Paper,2.0,0.0,6.2208,No Discount,12.96,2.6361960973342264
2015-11-01,Standard Class,Corporate,New York City,New York,East,Technology,Phones,1.0,0.0,1.3365,No Discount,4.95,1.7833912195575383
2017-12-23,Standard Class,Corporate,Middletown,Connecticut,East,Furniture,Furnishings,3.0,0.0,38.2095,No Discount,181.95,5.209212891465215
2015-11-01,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,4.0,0.0,6.2192,No Discount,13.52,2.67552700939665
2015-11-01,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,5.0,0.0,106.477,No Discount,259.7,5.563370320939456
2015-11-01,Standard Class,Consumer,New York City,New York,East,Technology,Phones,1.0,0.0,1.2885,No Discount,42.95,3.783052624131186
2015-11-01,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,7.0,0.0,601.9699,No Discount,1399.93,7.244891580777543
2015-11-01,Standard Class,Consumer,New York City,New York,East,Technology,Phones,4.0,0.0,125.99,No Discount,503.96,6.224479218217454
2014-11-14,Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Binders,3.0,0.0,6.36,No Discount,12.72,2.6188546222977394
2014-11-14,Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Binders,4.0,0.0,5.6448,No Discount,11.52,2.5273273656719524
2016-01-17,Standard Class,Corporate,Columbus,Georgia,South,Technology,Accessories,4.0,0.0,31.6,No Discount,316.0,5.75890177387728
2017-09-17,Second Class,Home Office,Roswell,Georgia,South,Furniture,Chairs,4.0,0.0,188.2192,No Discount,723.92,6.58606130393865
2017-09-17,Second Class,Home Office,Roswell,Georgia,South,Office Supplies,Paper,3.0,0.0,49.9704,No Discount,106.32,4.675815025557423
2016-12-23,First Class,Corporate,Chicago,Illinois,Central,Furniture,Bookcases,2.0,0.3,-14.1372,Medium Discount,141.372,4.9584433504303345
2015-08-06,First Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,3.0,0.2,9.8658,Low Discount,27.216,3.339889192933751
2017-11-05,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,5.0,0.0,171.93,No Discount,390.75,5.97062388123613
2017-06-11,First Class,Home Office,Peoria,Arizona,West,Furniture,Chairs,1.0,0.2,35.099,Low Discount,280.792,5.641169210133288
2017-06-11,First Class,Home Office,Peoria,Arizona,West,Office Supplies,Storage,4.0,0.2,7.7004,Low Discount,68.448,4.240578271089507
2017-06-11,First Class,Home Office,Peoria,Arizona,West,Office Supplies,Art,5.0,0.2,6.603,Low Discount,88.04,4.489085706967289
2017-06-11,First Class,Home Office,Peoria,Arizona,West,Office Supplies,Art,1.0,0.2,1.984,Low Discount,15.872,2.8256554431764735
2017-06-11,First Class,Home Office,Peoria,Arizona,West,Office Supplies,Storage,3.0,0.2,-48.5082,Low Discount,215.592,5.378015399443431
2017-07-20,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Labels,2.0,0.0,6.8714,No Discount,14.62,2.7485521444115397
2017-07-20,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Appliances,2.0,0.0,112.4064,No Discount,416.32,6.033853313599769
2017-07-20,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Binders,5.0,0.0,20.21,No Discount,43.0,3.784189633918261
2017-07-20,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Furniture,Chairs,3.0,0.0,27.441,No Discount,182.94,5.214609617474552
2017-07-20,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Binders,7.0,0.0,30.415,No Discount,60.83,4.124388683570477
2017-07-20,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Technology,Accessories,3.0,0.0,132.5898,No Discount,389.97,5.9686308306990385
2015-12-23,First Class,Consumer,Richmond,Virginia,South,Office Supplies,Appliances,4.0,0.0,56.3528,No Discount,194.32,5.274639239193459
2017-03-20,Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,7.0,0.0,63.8232,No Discount,265.93,5.586986451742444
2015-12-31,Second Class,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,3.0,0.0,44.5278,No Discount,94.74,4.561636183964363
2015-12-31,Second Class,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,4.0,0.0,27.8944,No Discount,60.64,4.121311010451915
2015-12-31,Second Class,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,5.0,0.0,38.15,No Discount,76.3,4.3476939555933765
2015-12-31,Second Class,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,9.5,0.0,167.808,No Discount,364.8,5.9020867359567655
2015-09-15,Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,3.0,0.2,29.952,Low Discount,79.872,4.392867657851756
2015-09-15,Second Class,Corporate,New York City,New York,East,Furniture,Bookcases,1.0,0.2,1.1596,Low Discount,46.384,3.8582846189746642
2015-09-15,Second Class,Corporate,New York City,New York,East,Office Supplies,Paper,2.0,0.0,6.2208,No Discount,12.96,2.6361960973342264
2017-09-23,First Class,Home Office,Fort Collins,Colorado,West,Office Supplies,Envelopes,3.0,0.2,5.2026,Low Discount,14.352,2.731245758705399
2015-12-25,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,4.0,0.2,-68.392,Low Discount,547.136,6.306523431340131
