Ship Mode,Sub-Category,Quantity,Discount_Category,Sales_Log,Order_Year,Order_Month,Order_DayOfWeek,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
0,11,-0.35826899172370946,2,3.5080168325562258,2014,9,6,1,0,1,0,0,0,1
0,7,-0.8339298693882464,1,3.769721841958037,2014,9,6,1,0,1,0,0,0,0
0,15,0.1173918859408275,3,5.992813636677278,2014,9,6,1,0,1,0,0,0,1
1,4,-1.3095907470527834,0,2.994231147427724,2016,9,3,0,0,0,0,1,1,0
0,7,-0.35826899172370946,0,2.761274962339508,2016,11,0,1,0,0,0,1,0,0
2,8,-0.8339298693882464,1,4.607966273290093,2017,4,0,1,0,1,0,0,1,0
2,3,-0.8339298693882464,3,0.7829878845597348,2017,4,0,1,0,1,0,0,1,0
2,3,-0.8339298693882464,3,2.142181571501022,2017,4,0,1,0,1,0,0,1,0
2,4,-0.8339298693882464,1,2.4308023907947995,2017,12,6,0,0,1,0,0,1,0
2,7,-0.8339298693882464,1,5.7426184984413995,2017,12,6,0,0,1,0,0,0,0
0,14,1.0687136412699014,2,6.7500389163235255,2014,8,5,0,0,1,0,0,0,0
0,4,0.5930527636053644,0,3.539508997459668,2017,12,5,0,0,0,0,0,1,0
0,3,0.5930527636053644,0,2.4336133554004498,2017,12,5,0,0,0,0,0,1,0
0,7,0.5930527636053644,1,3.130263166511597,2016,3,0,0,0,1,0,0,0,0
1,9,-0.8339298693882464,1,2.6821168190757056,2016,6,6,0,1,0,0,0,0,1
1,9,0.1173918859408275,0,4.173771695853422,2015,9,4,0,1,1,0,0,0,1
1,3,-0.35826899172370946,0,2.738256043159276,2015,9,4,0,1,1,0,0,1,0
1,11,-0.8339298693882464,0,4.663250397064616,2015,9,4,0,1,1,0,0,0,1
0,8,-0.8339298693882464,0,4.681760788149804,2015,12,6,0,0,0,0,1,1,0
0,1,1.5443745189344384,0,3.1161784266298582,2015,12,6,0,0,0,0,1,1,0
1,14,1.0687136412699014,0,6.24781073924991,2014,6,1,0,0,0,0,1,0,0
1,3,-0.8339298693882464,1,2.5500699756944134,2015,7,0,0,0,1,0,0,1,0
1,13,2.4956962742635125,1,7.566331718491887,2015,7,0,0,0,1,0,0,0,0
1,4,-0.8339298693882464,0,2.3942522815198695,2015,7,0,0,0,1,0,0,1,0
0,0,0.5930527636053644,0,2.5915163848462583,2014,2,6,0,1,0,0,1,1,0
3,3,-0.35826899172370946,3,2.370430639889113,2016,3,1,0,0,0,0,1,1,0
0,3,-0.8339298693882464,3,2.534490149976828,2015,11,6,0,0,1,0,0,1,0
0,1,1.0687136412699014,0,3.803546529092062,2017,10,0,0,0,0,0,1,1,0
0,11,-0.8339298693882464,1,5.0071626046172835,2017,10,0,0,0,0,0,1,0,1
0,4,-0.8339298693882464,0,2.130609828254235,2017,10,0,0,0,0,0,1,1,0
0,13,-1.3095907470527834,1,4.290349846101978,2017,10,0,0,0,0,0,1,0,0
0,2,0.5930527636053644,0,3.039749158970765,2017,10,0,0,0,0,0,1,1,0
0,8,2.7335267130957805,0,7.440217142067483,2017,10,0,0,0,0,0,1,1,0
0,4,1.0687136412699014,1,2.7281142321379517,2015,1,4,0,0,0,0,0,1,0
1,14,1.5443745189344384,2,6.641997763946148,2017,9,4,0,0,0,0,0,0,0
0,12,-0.8339298693882464,1,5.732259786148523,2017,10,5,0,0,0,0,1,0,0
0,3,-0.8339298693882464,1,2.1647013856306594,2016,4,5,0,0,1,0,0,1,0
0,8,0.5930527636053644,0,5.496758305221874,2016,5,3,0,0,1,0,0,1,0
0,10,0.5930527636053644,0,6.122273487219395,2016,5,3,0,0,1,0,0,1,0
0,7,0.1173918859408275,0,3.6087534096346516,2016,5,3,0,0,1,0,0,0,0
0,7,2.0200353965989755,0,3.707701208354524,2016,5,3,0,0,1,0,0,0,0
0,3,0.1173918859408275,1,3.886582112946193,2016,5,3,0,0,1,0,0,1,0
0,11,-0.8339298693882464,1,5.081304981164068,2015,12,6,0,0,0,0,0,0,1
0,9,0.1173918859408275,1,5.548951563524079,2015,12,6,0,0,0,0,0,0,1
0,12,-0.35826899172370946,2,5.886265129584266,2015,12,6,0,0,0,0,0,0,0
2,8,-0.35826899172370946,1,6.076154899268896,2015,12,5,0,0,1,0,0,1,0
2,8,-0.8339298693882464,1,1.5155666968240298,2015,12,5,0,0,1,0,0,1,0
2,8,0.1173918859408275,1,4.497941259270237,2015,12,5,0,0,1,0,0,1,0
1,14,0.5930527636053644,2,6.95592620384343,2017,4,5,1,0,1,0,0,0,0
3,9,0.1173918859408275,0,4.61512051684126,2016,2,6,0,0,0,1,0,0,1
3,1,-0.35826899172370946,0,2.178155014615869,2016,2,6,0,0,0,1,0,1,0
0,4,2.0200353965989755,1,4.577346677253493,2014,9,6,1,0,0,1,0,1,0
0,4,-0.8339298693882464,1,2.4585626744483986,2014,9,6,1,0,0,1,0,1,0
0,10,-0.35826899172370946,1,5.826118094519989,2016,7,6,0,0,0,0,0,1,0
0,2,0.1173918859408275,1,5.044972306500705,2016,7,6,0,0,0,0,0,1,0
1,8,-0.8339298693882464,1,3.579287777483842,2017,7,5,0,0,0,1,0,1,0
1,11,0.5930527636053644,1,3.1354942159291497,2017,7,5,0,0,0,1,0,0,1
1,2,-0.35826899172370946,1,1.6804553996693807,2017,7,5,0,0,0,1,0,1,0
0,10,-0.35826899172370946,0,3.479392229247212,2015,9,3,1,0,0,0,1,1,0
0,9,-0.8339298693882464,0,2.9391619220655967,2015,9,3,1,0,0,0,1,0,1
0,9,0.5930527636053644,0,4.870990011582737,2015,9,3,1,0,0,0,1,0,1
0,1,2.0200353965989755,0,3.0855729775537806,2014,8,5,0,1,0,0,1,1,0
0,4,0.1173918859408275,1,3.0789698721240466,2017,10,0,0,0,1,0,0,1,0
0,7,-0.8339298693882464,1,2.1002240808623642,2017,10,0,0,0,1,0,0,0,0
0,10,-0.8339298693882464,1,2.4988095549569915,2017,10,0,0,0,1,0,0,1,0
0,9,1.5443745189344384,1,6.094472297182211,2017,10,0,0,0,1,0,0,0,1
2,2,-0.8339298693882464,0,2.664446563620078,2014,6,4,0,0,1,0,0,1,0
1,3,2.0200353965989755,3,2.504055468626761,2016,8,5,0,0,0,1,0,1,0
1,4,-0.35826899172370946,1,2.422321774596379,2016,8,5,0,0,0,1,0,1,0
0,4,-0.8339298693882464,1,2.4308023907947995,2014,4,4,0,1,0,0,0,1,0
0,2,-0.35826899172370946,1,1.979621206397625,2014,4,4,0,1,0,0,0,1,0
0,14,-0.8339298693882464,2,5.337355370703353,2015,11,6,0,1,0,0,0,0,0
2,7,-0.8339298693882464,0,2.347558458636777,2017,10,5,0,0,0,0,1,0,0
2,10,2.4956962742635125,0,6.329043314155675,2017,12,5,1,0,0,0,1,1,0
2,4,-0.8339298693882464,0,4.708809220747577,2017,12,5,1,0,0,0,1,1,0
2,4,-0.8339298693882464,0,2.25758772706331,2017,12,5,1,0,0,0,1,1,0
1,4,2.7335267130957805,1,5.890848315073464,2015,12,1,0,1,0,0,0,1,0
1,11,1.0687136412699014,1,7.449730671740344,2015,12,1,0,1,0,0,0,0,1
2,3,1.0687136412699014,3,3.751102797294068,2015,7,0,0,1,0,0,0,1,0
0,9,-0.8339298693882464,1,3.868363656087731,2014,5,6,0,0,0,0,0,0,1
0,2,-0.35826899172370946,1,3.0221794435688394,2014,1,6,0,0,1,0,0,1,0
0,12,0.1173918859408275,1,6.021828850089401,2015,9,5,0,0,0,0,1,0,0
0,3,1.0687136412699014,1,3.392896356622769,2015,9,5,0,0,0,0,1,1,0
0,12,-0.35826899172370946,1,5.684256409113294,2015,9,5,0,0,0,0,1,0,0
0,6,-0.8339298693882464,0,3.585184217775171,2016,8,3,0,1,0,1,0,1,0
0,1,-1.3095907470527834,0,1.6351056591826783,2016,8,3,0,1,0,1,0,1,0
0,7,2.4956962742635125,0,4.707726774313183,2016,8,3,0,1,0,1,0,0,0
0,1,-0.8339298693882464,0,2.3813962734183356,2016,8,3,0,1,0,1,0,1,0
0,3,0.1173918859408275,3,2.1568654386446395,2014,3,5,0,0,0,1,0,1,0
0,3,0.5930527636053644,3,3.9601462806098744,2014,3,5,0,0,0,1,0,1,0
0,6,0.1173918859408275,1,2.076437032659537,2017,3,3,1,0,0,0,0,1,0
0,3,1.5443745189344384,3,2.5818821089113864,2017,3,3,1,0,0,0,0,1,0
1,10,-0.8339298693882464,1,4.594958220911675,2016,11,6,1,0,0,0,0,1,0
1,9,1.0687136412699014,1,4.14946386144318,2016,11,6,1,0,0,0,0,0,1
0,3,-0.8339298693882464,0,3.0846584827483925,2014,4,0,1,0,1,0,0,1,0
0,10,2.4956962742635125,0,6.211824227045576,2014,4,0,1,0,1,0,0,1,0
0,2,-0.8339298693882464,0,1.8468787684491346,2014,4,0,1,0,1,0,0,1,0
0,1,-1.3095907470527834,0,1.423108334242607,2014,4,0,1,0,1,0,0,1,0
0,4,2.4956962742635125,0,5.9132597328065915,2015,11,1,0,0,0,0,1,1,0
0,2,0.5930527636053644,0,2.7536607123542622,2015,11,1,0,0,0,0,1,1,0
0,9,-0.35826899172370946,0,4.110381939919725,2016,11,4,0,0,1,0,0,0,1
0,10,-1.3095907470527834,0,4.435093355610574,2016,11,4,0,0,1,0,0,1,0
0,4,-0.8339298693882464,0,2.0255131996542803,2015,7,3,1,0,1,0,0,1,0
0,3,-0.35826899172370946,0,4.819797577533961,2015,7,3,1,0,1,0,0,1,0
0,4,0.1173918859408275,0,5.397438457415844,2017,9,4,1,0,0,0,0,1,0
0,9,1.0687136412699014,0,4.5967347071669895,2017,9,4,1,0,0,0,0,0,1
0,3,2.0200353965989755,1,3.5275363037051735,2017,9,4,1,0,0,0,0,1,0
0,11,-0.35826899172370946,1,4.476995847264583,2017,9,4,1,0,0,0,0,0,1
0,11,-0.35826899172370946,1,4.9124342731675945,2015,2,6,1,0,0,0,0,0,1
0,11,-0.8339298693882464,1,6.552479355957112,2015,2,6,1,0,0,0,0,0,1
0,9,0.5930527636053644,1,4.948405217560121,2015,2,6,1,0,0,0,0,0,1
0,4,-1.3095907470527834,1,3.910822284851627,2014,9,1,0,0,1,0,0,1,0
2,13,2.0200353965989755,1,7.940526865709813,2014,12,0,0,0,0,0,0,0,0
2,2,0.1173918859408275,1,3.8636727444870993,2014,12,0,0,0,0,0,0,1,0
0,10,-0.8339298693882464,1,4.117670387525597,2014,12,0,1,0,0,0,0,1,0
0,2,-0.35826899172370946,0,4.690797271955528,2016,9,0,0,1,0,0,0,1,0
2,10,2.0200353965989755,0,4.171922696867475,2017,8,6,0,1,1,0,0,1,0
2,11,-0.35826899172370946,0,5.854985958622278,2017,8,6,0,1,1,0,0,0,1
2,3,1.0687136412699014,1,3.6377966638846204,2017,8,6,0,1,1,0,0,1,0
0,7,0.5930527636053644,0,5.378283148185918,2016,7,3,0,0,0,0,1,0,0
1,0,0.1173918859408275,1,2.4988095549569915,2016,8,0,0,0,0,0,0,1,0
1,4,-0.35826899172370946,1,4.006460076911581,2016,8,0,0,0,0,0,0,1,0
0,7,-1.3095907470527834,0,1.6448050562713916,2016,11,6,0,1,0,0,1,0,0
1,3,-1.3095907470527834,3,1.8881296930477487,2017,9,4,0,0,1,0,0,1,0
1,6,1.5443745189344384,1,8.447786520040205,2017,9,4,0,0,1,0,0,1,0
1,9,-0.8339298693882464,1,4.394251604296451,2017,9,4,0,0,1,0,0,0,1
2,11,1.5443745189344384,1,7.854359479721644,2016,12,6,1,0,0,0,1,0,1
2,4,1.5443745189344384,0,3.836437018471551,2016,12,6,1,0,0,0,1,1,0
2,9,1.5443745189344384,0,5.5422042790001464,2016,12,6,1,0,0,0,1,0,1
2,11,1.5443745189344384,0,4.261693475213995,2016,2,3,1,0,0,0,0,0,1
0,7,1.5443745189344384,3,2.842347966654634,2016,10,6,1,0,0,0,0,0,0
0,4,-0.35826899172370946,1,4.022060566636935,2016,10,6,1,0,0,0,0,1,0
1,14,1.5443745189344384,0,7.273994340589464,2014,6,0,0,0,0,1,0,0,0
0,7,0.5930527636053644,1,4.364371699435161,2017,11,0,0,0,1,0,0,0,0
0,7,-0.8339298693882464,1,1.7327169285942716,2017,11,0,0,0,1,0,0,0,0
0,14,-0.35826899172370946,1,5.142458562039423,2015,9,0,1,0,0,0,1,0,0
3,1,-0.8339298693882464,0,2.1258479144939915,2015,6,3,0,0,0,0,1,1,0
3,2,-0.8339298693882464,0,2.3282528397426234,2015,6,3,0,0,0,0,1,1,0
1,1,-0.8339298693882464,0,2.3942522815198695,2015,12,6,0,0,0,0,1,1,0
0,8,-0.8339298693882464,3,4.338597076746545,2014,5,6,0,0,0,0,0,1,0
0,7,-0.8339298693882464,3,3.411807560774171,2014,5,6,0,0,0,0,0,0,0
0,8,1.0687136412699014,3,4.533287428514465,2016,2,1,1,0,0,0,0,1,0
0,0,0.1173918859408275,1,2.076437032659537,2016,2,1,1,0,0,0,0,1,0
0,13,-0.35826899172370946,2,4.158226617933386,2016,2,1,1,0,0,0,0,0,0
0,4,-1.3095907470527834,1,1.8219653112851208,2016,2,1,1,0,0,0,0,1,0
0,3,2.7335267130957805,3,3.4756862336528944,2016,12,3,0,0,0,0,1,1,0
0,7,0.1173918859408275,1,2.552565298261815,2016,12,3,0,0,0,0,1,0,0
0,7,-1.3095907470527834,1,3.1690130856957963,2016,12,3,0,0,0,0,1,0,0
1,11,-0.35826899172370946,1,7.029066306173491,2016,2,0,0,1,0,1,0,0,1
1,4,1.0687136412699014,0,3.6858749450936377,2015,7,0,1,0,0,1,0,1,0
0,11,-0.8339298693882464,2,6.66031391213494,2014,5,6,0,0,1,0,0,0,1
3,11,2.0200353965989755,0,7.273037077456315,2017,10,5,0,1,0,0,0,0,1
3,14,-1.3095907470527834,0,5.572572195685788,2017,10,5,0,1,0,0,0,0,0
0,13,-0.35826899172370946,1,5.337538079701318,2015,11,3,1,0,0,1,0,0,0
0,15,-0.35826899172370946,2,7.273080104596036,2017,8,1,1,0,0,0,0,0,1
0,4,1.5443745189344384,1,3.6186715590704397,2017,8,1,1,0,0,0,0,1,0
2,2,0.5930527636053644,0,3.109060958860994,2014,6,5,0,0,1,0,0,1,0
1,8,1.5443745189344384,0,7.128383669930678,2017,2,6,1,0,0,1,0,1,0
0,1,-0.35826899172370946,1,2.920146286597396,2014,8,4,1,0,0,1,0,1,0
0,7,0.1173918859408275,1,3.809502896437675,2014,8,4,1,0,0,1,0,0,0
0,8,-1.3095907470527834,1,4.157632301458019,2014,8,4,1,0,0,1,0,1,0
0,4,-0.8339298693882464,1,4.3732885687305965,2014,8,4,1,0,0,1,0,1,0
0,13,-1.3095907470527834,0,4.954488133473255,2016,7,0,1,0,0,1,0,0,0
1,1,0.1173918859408275,1,3.7159107931649666,2015,2,0,1,0,0,0,0,1,0
1,7,-0.8339298693882464,3,3.7325134911339974,2015,2,0,1,0,0,0,0,0,0
0,9,-0.35826899172370946,0,4.517103707119641,2017,7,5,0,0,0,0,1,0,1
1,4,1.0687136412699014,0,3.7155213850603572,2017,1,3,0,1,1,0,0,1,0
1,7,-0.8339298693882464,0,3.6553226705850936,2017,1,3,0,1,1,0,0,0,0
3,13,-0.35826899172370946,1,5.89537206138216,2017,9,6,1,0,0,0,1,0,0
3,3,-0.8339298693882464,1,2.1021810286493254,2017,9,6,1,0,0,0,1,1,0
1,10,-1.3095907470527834,0,3.576829950305313,2015,7,0,0,0,0,0,0,1,0
1,9,0.5930527636053644,0,6.724072796548841,2015,7,0,0,0,0,0,0,0,1
1,4,0.5930527636053644,0,3.3105430133940246,2015,7,0,0,0,0,0,0,1,0
1,5,1.5443745189344384,0,4.6798137289838575,2015,7,0,0,0,0,0,0,1,0
1,4,-0.8339298693882464,0,4.593300013417604,2015,7,0,0,0,0,0,0,1,0
1,10,0.5930527636053644,0,4.958639998977875,2015,7,0,0,0,0,0,0,1,0
0,2,-0.35826899172370946,0,2.7421295147550726,2014,6,4,1,0,0,0,1,1,0
1,10,0.5930527636053644,1,4.859192056947237,2017,5,4,1,0,0,0,0,1,0
1,3,0.1173918859408275,3,3.562181801067979,2017,5,4,1,0,0,0,0,1,0
2,8,-0.8339298693882464,0,4.931736376489838,2015,9,3,1,0,1,0,0,1,0
2,11,-1.3095907470527834,0,4.619960271460727,2015,9,3,1,0,1,0,0,0,1
2,12,-0.8339298693882464,1,5.555158715448139,2017,3,6,0,0,1,0,0,0,0
2,11,0.1173918859408275,0,4.795459912431223,2017,3,6,0,0,1,0,0,0,1
3,10,0.1173918859408275,1,3.9245837874730043,2014,11,2,0,0,0,0,0,1,0
0,14,0.5930527636053644,2,6.590918989100005,2016,10,3,1,0,0,0,1,0,0
0,7,-0.35826899172370946,1,3.2565568918358894,2016,10,3,1,0,0,0,1,0,0
3,11,-0.35826899172370946,2,5.918307660990054,2017,11,6,1,0,1,0,0,0,1
2,7,0.5930527636053644,0,5.285485387732658,2017,4,5,1,0,0,0,1,0,0
0,4,1.0687136412699014,1,3.4689806329646156,2015,6,3,0,1,1,0,0,1,0
0,10,-0.8339298693882464,1,4.372683119670729,2015,6,3,0,1,1,0,0,1,0
1,4,-1.3095907470527834,0,2.012232791986386,2016,8,4,0,0,0,0,1,1,0
0,2,0.5930527636053644,0,4.607168188650764,2014,7,0,1,0,0,0,1,1,0
0,13,-0.8339298693882464,1,6.687816586616838,2014,7,0,1,0,0,0,1,0,0
0,14,-1.3095907470527834,1,5.612573207934849,2014,7,0,1,0,0,0,1,0,0
0,14,-1.3095907470527834,0,4.276388302650885,2017,11,1,0,0,0,0,1,0,0
0,4,-0.8339298693882464,1,2.846303760062062,2014,6,2,0,1,1,0,0,1,0
0,12,-1.3095907470527834,1,5.180569330279168,2016,3,3,0,0,1,0,0,0,0
0,11,-0.35826899172370946,1,6.155656077029466,2017,3,5,0,0,0,0,0,0,1
0,13,0.1173918859408275,1,5.977791495520632,2017,12,4,0,0,0,0,1,0,0
0,11,-0.35826899172370946,1,5.714972960291848,2017,12,4,0,0,0,0,1,0,1
0,3,2.4956962742635125,3,4.244802718782959,2017,3,1,1,0,0,1,0,1,0
3,5,-0.35826899172370946,0,3.4124669739203863,2015,3,3,0,0,1,0,0,1,0
3,13,1.5443745189344384,1,5.952222033717077,2015,3,3,0,0,1,0,0,0,0
3,10,0.1173918859408275,0,6.335763219978659,2015,3,3,0,0,1,0,0,1,0
0,4,1.5443745189344384,1,5.384751910534828,2016,11,6,0,1,1,0,0,1,0
1,1,-0.8339298693882464,1,1.9459101490553132,2017,1,3,0,0,0,0,0,1,0
1,7,-0.35826899172370946,0,3.4830845411343394,2016,4,4,0,0,0,0,1,0,0
2,0,-0.8339298693882464,1,2.092357766946382,2014,5,1,0,1,0,1,0,1,0
2,3,2.0200353965989755,3,5.989843233489082,2014,5,1,0,1,0,1,0,1,0
2,8,0.1173918859408275,1,4.810491867011107,2014,10,1,0,0,1,0,0,1,0
2,14,-0.35826899172370946,2,6.017595149685235,2014,10,1,0,0,1,0,0,0,0
0,4,-0.8339298693882464,0,2.4475508632442313,2014,3,4,1,0,0,0,1,1,0
0,2,-1.3095907470527834,0,1.4770487243883548,2014,3,4,1,0,0,0,1,1,0
1,5,-1.3095907470527834,1,2.1774752819512013,2017,12,4,0,0,0,1,0,1,0
0,4,-1.3095907470527834,1,3.249754144513137,2016,11,3,0,0,0,0,1,1,0
2,2,-0.35826899172370946,0,3.573749146860305,2017,12,5,0,0,0,1,0,1,0
0,3,-0.8339298693882464,1,6.192329769103166,2015,12,3,0,0,0,0,1,1,0
2,3,-0.8339298693882464,0,7.4927491587990245,2017,10,1,0,0,0,0,0,1,0
1,5,-0.8339298693882464,1,3.427774396512608,2014,8,4,0,0,0,1,0,1,0
1,3,0.1173918859408275,3,6.226884434896952,2014,8,4,0,0,0,1,0,1,0
1,14,-0.35826899172370946,2,5.165120203776779,2014,8,4,0,0,0,1,0,0,0
1,10,1.0687136412699014,0,5.262068233872916,2016,6,2,0,0,0,1,0,1,0
2,11,-0.8339298693882464,0,2.7587433154177283,2016,8,5,0,1,0,0,0,0,1
2,4,-1.3095907470527834,1,1.8219653112851208,2017,10,5,1,0,0,0,1,1,0
2,13,-0.8339298693882464,1,6.172702183338899,2017,10,5,1,0,0,0,1,0,0
2,9,-0.8339298693882464,1,3.380994674344636,2017,10,5,1,0,0,0,1,0,1
2,10,2.0200353965989755,0,6.813576458948926,2017,10,5,1,0,0,0,0,1,0
0,3,-0.8339298693882464,3,1.3742217798856213,2016,5,1,1,0,0,1,0,1,0
0,3,1.0687136412699014,3,3.3328471607739223,2016,5,1,1,0,0,1,0,1,0
2,7,0.1173918859408275,0,4.926673806915383,2015,2,1,1,0,0,0,1,0,0
0,7,-0.8339298693882464,0,2.993730270883318,2017,12,0,0,0,1,0,0,0,0
0,9,-0.35826899172370946,0,4.609062600703435,2016,11,1,1,0,0,0,1,0,1
1,4,1.5443745189344384,1,5.616392844319611,2017,7,0,1,0,0,0,0,1,0
1,15,-0.35826899172370946,2,6.393811465378025,2017,7,0,1,0,0,0,0,0,1
2,9,0.5930527636053644,0,5.016948656152848,2014,1,2,0,0,0,1,0,0,1
0,1,-0.8339298693882464,1,1.7241941497322888,2017,4,6,0,1,0,1,0,1,0
0,2,-0.35826899172370946,1,2.8050559123772825,2017,4,6,0,1,0,1,0,1,0
0,1,-0.35826899172370946,1,2.561250216375334,2017,4,6,0,1,0,1,0,1,0
0,2,0.5930527636053644,0,2.5376572151735295,2015,11,6,0,0,1,0,0,1,0
1,11,-0.8339298693882464,0,5.706777983635999,2015,10,4,0,1,0,0,0,0,1
2,3,0.5930527636053644,1,6.79896667190533,2017,8,3,1,0,1,0,0,1,0
2,13,-0.8339298693882464,1,6.138944455301168,2017,8,3,1,0,1,0,0,0,0
0,10,-0.8339298693882464,1,2.7730885972814323,2015,10,5,1,0,1,0,0,1,0
1,11,2.4956962742635125,1,6.76231323533178,2016,7,4,1,0,0,0,0,0,1
1,2,-0.35826899172370946,1,3.883952694833054,2016,7,4,1,0,0,0,0,1,0
1,4,-0.35826899172370946,0,4.542656280598849,2017,12,1,0,0,0,0,1,1,0
0,9,-0.8339298693882464,0,5.303205400620812,2017,3,3,1,0,0,0,1,0,1
0,11,-0.35826899172370946,1,5.184476550124277,2016,6,3,0,0,0,0,1,0,1
2,4,-0.8339298693882464,1,4.497228564362565,2017,11,1,0,0,0,0,1,1,0
1,4,-1.3095907470527834,0,2.012232791986386,2017,3,3,0,1,0,0,1,1,0
1,10,-1.3095907470527834,0,3.86094021519883,2017,3,3,0,1,0,0,1,1,0
1,11,-0.35826899172370946,1,6.4937175305692145,2017,3,3,0,1,0,0,1,0,1
1,11,-1.3095907470527834,1,5.609442490726284,2016,11,6,0,0,0,0,1,0,1
1,12,-0.35826899172370946,0,4.9886623132858485,2017,8,6,0,0,0,1,0,0,0
1,7,0.5930527636053644,0,2.797281334830153,2017,8,6,0,0,0,1,0,0,0
0,4,0.5930527636053644,0,5.503500592485254,2017,11,0,1,0,0,0,1,1,0
0,9,2.0200353965989755,0,5.118951437579715,2017,11,0,1,0,0,0,1,0,1
1,7,-0.35826899172370946,0,2.7555697170701863,2015,5,0,0,1,0,0,1,0,0
0,3,-0.8339298693882464,3,3.0429974660211054,2016,7,4,0,0,0,0,1,1,0
0,10,1.5443745189344384,1,3.5406114374448334,2016,7,4,0,0,0,0,1,1,0
0,3,0.1173918859408275,3,2.275830355685226,2016,7,4,0,0,0,0,1,1,0
0,13,-0.35826899172370946,1,6.498101410252518,2016,7,4,0,0,0,0,1,0,0
2,1,0.1173918859408275,1,3.878673025746592,2017,8,1,1,0,0,0,0,1,0
2,10,-0.8339298693882464,1,3.34779660493504,2017,8,1,1,0,0,0,0,1,0
2,3,2.4956962742635125,3,1.4445632692438664,2017,8,1,1,0,0,0,0,1,0
0,9,0.1173918859408275,1,4.574381027168211,2016,6,0,1,0,0,0,0,0,1
0,4,-0.8339298693882464,1,2.4308023907947995,2016,6,0,1,0,0,0,0,1,0
0,2,-0.8339298693882464,0,3.1822118404966093,2017,9,5,1,0,1,0,0,1,0
0,7,-0.8339298693882464,0,2.5289235352047745,2017,9,5,1,0,1,0,0,0,0
0,14,-1.3095907470527834,2,5.5433241657188805,2017,9,5,1,0,1,0,0,0,0
0,8,-1.3095907470527834,0,2.637627736805664,2017,9,5,1,0,1,0,0,1,0
0,3,2.0200353965989755,1,3.3117102151606193,2017,9,5,1,0,1,0,0,1,0
0,11,-0.35826899172370946,0,5.293154059591156,2017,9,5,1,0,1,0,0,0,1
0,1,1.0687136412699014,0,2.990719731730447,2017,9,5,1,0,1,0,0,1,0
0,13,0.5930527636053644,1,7.1572758770890825,2017,9,5,1,0,1,0,0,0,0
0,2,-0.35826899172370946,0,1.7783364488959144,2017,9,5,1,0,1,0,0,1,0
0,9,-0.8339298693882464,0,5.476463551931511,2017,9,5,1,0,1,0,0,0,1
0,9,-0.35826899172370946,0,5.129721184372558,2017,9,5,1,0,1,0,0,0,1
0,4,0.1173918859408275,0,2.8970163006148333,2017,9,5,1,0,1,0,0,1,0
1,3,-0.35826899172370946,0,2.8449093838194073,2017,9,6,0,0,0,0,0,1,0
1,8,-0.35826899172370946,0,3.5550623063795967,2017,9,6,0,0,0,0,0,1,0
1,9,0.5930527636053644,0,5.696590004074697,2017,9,6,0,0,0,0,0,0,1
1,9,1.0687136412699014,0,4.73444252169223,2017,9,6,0,0,0,0,0,0,1
1,3,-0.35826899172370946,0,2.688527534613346,2017,9,6,0,0,0,0,0,1,0
1,4,0.5930527636053644,0,3.254242968705492,2017,9,6,0,0,0,0,0,1,0
1,10,-0.35826899172370946,0,5.660492158557335,2017,9,6,0,0,0,0,0,1,0
1,8,-0.8339298693882464,0,3.2260500286162013,2017,9,6,0,0,0,0,0,1,0
0,11,-0.35826899172370946,0,5.645340884956954,2017,12,3,0,0,1,0,0,0,1
0,6,0.5930527636053644,0,4.255612709818223,2017,12,3,0,0,1,0,0,1,0
0,4,-0.35826899172370946,0,5.120625078137745,2017,12,3,0,0,1,0,0,1,0
0,9,0.1173918859408275,0,5.6800360809262,2017,9,5,0,0,0,0,0,0,1
0,2,-0.35826899172370946,1,2.0025604973438784,2017,5,5,0,1,0,0,0,1,0
0,9,1.5443745189344384,1,6.015532574441682,2017,5,5,0,1,0,0,0,0,1
0,3,0.1173918859408275,3,1.8089442939821558,2014,12,6,0,0,0,0,0,1,0
0,0,-0.8339298693882464,1,1.3599503857802886,2014,12,6,0,0,0,0,0,1,0
0,9,-0.35826899172370946,1,3.5839632841643763,2014,12,6,0,0,0,0,0,0,1
1,10,-0.35826899172370946,0,5.62390919707302,2014,10,5,1,0,0,1,0,1,0
1,11,0.5930527636053644,0,7.241330466061976,2014,10,5,1,0,0,1,0,0,1
1,13,1.0687136412699014,0,6.304229399927226,2014,10,5,1,0,0,1,0,0,0
0,2,-0.8339298693882464,1,1.8322614125373848,2015,5,4,0,0,0,0,1,1,0
3,13,0.1173918859408275,1,6.840050149428094,2016,4,3,0,0,0,0,1,0,0
3,10,0.1173918859408275,1,3.783644030558359,2016,4,3,0,0,0,0,1,1,0
1,3,-0.8339298693882464,0,1.5602476682433286,2015,12,0,1,0,0,1,0,1,0
0,11,0.1173918859408275,0,6.17578410656461,2014,12,2,0,0,0,0,0,0,1
1,8,1.0687136412699014,0,5.774178805277932,2014,11,1,1,0,0,0,1,1,0
1,7,-0.35826899172370946,0,3.2140642678709788,2014,11,1,1,0,0,0,1,0,0
1,4,0.1173918859408275,0,3.3235961356386037,2014,11,1,1,0,0,0,1,1,0
2,16,0.1173918859408275,2,7.2730759407602,2016,7,0,0,0,1,0,0,0,1
0,3,-0.35826899172370946,0,2.9025198918318122,2015,11,0,0,0,0,0,0,1,0
